6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	3.638216387519730560e-02	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	1.289368415753700814e-01	6.825938566555907043e-05	1.089185817027407514e-02	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	1.613838508161016122e-02	6.825938566555907043e-05	6.825938566555907043e-05	3.264725450251347496e-03	6.825938566555907043e-05	6.825938566555907043e-05	2.263595835679594118e-02	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	4.439698783564850065e-02	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.047272374545239679e-03	4.506112695779795896e-01	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	2.779641622757053621e-01	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05	6.825938566555907043e-05
7.843137254905495500e-05	7.843137254905495500e-05	3.666623417125090129e-02	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	3.739423126669977337e-02	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	2.309781254911205325e-02	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	6.117574680856784769e-02	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	2.045027131970133735e-02	1.312855135924933803e-01	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	3.724652368648233569e-01	3.141708357802908691e-01	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05	7.843137254905495500e-05
4.866180048663979021e-05	4.866180048663979021e-05	5.689870783241147284e-02	4.866180048663979021e-05	2.657960720284910719e-02	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	1.658604937756500974e-01	4.580837650898945783e-03	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	3.788855052244983757e-01	4.866180048663979021e-05	4.866180048663979021e-05	2.433582199767142518e-01	1.201191276533328071e-02	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	9.608659583953552477e-03	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	9.773203909421679381e-02	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05	2.537544874008603856e-03	4.866180048663979021e-05	4.866180048663979021e-05	4.866180048663979021e-05
4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	7.421904589426489562e-02	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	7.043139002041384766e-02	4.514672686232052692e-05	1.648186959577503663e-02	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	2.518560460715584259e-01	4.514672686232052692e-05	1.151915143914009482e-01	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	3.280988284586937032e-01	1.417799963128134055e-01	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05	4.514672686232052692e-05
6.134969325155785588e-05	6.134969325155785588e-05	4.561171332816300189e-02	6.134969325155785588e-05	6.134969325155785588e-05	1.007838595767456269e-01	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	7.506281521774609000e-02	1.548160839563490591e-02	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	7.407886820561568886e-01	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	6.134969325155785588e-05	1.957193492248479258e-02	6.134969325155785588e-05
5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	4.120800935492867356e-02	5.649717514126716226e-05	5.649717514126716226e-05	1.906908763582381983e-01	5.649717514126716226e-05	5.649717514126716226e-05	1.958973963575700444e-02	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	6.830531347338082704e-02	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	1.260002436765907466e-02	5.649717514126716226e-05	1.975814351914332301e-01	5.649717514126716226e-05	5.649717514126716226e-05	2.392051978122045341e-01	5.649717514126716226e-05	2.771049485270881459e-03	5.649717514126716226e-05	2.257319701403357470e-01	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05	5.649717514126716226e-05
7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835250973961830e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	9.962452107279486935e-01	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05	7.662835249045059100e-05
5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	9.817464857094825303e-01	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	6.083327519841886903e-03	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	9.689975688880648683e-03	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05	5.277044854883414108e-05
5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	1.486393238506163346e-02	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	2.498949650093396785e-02	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	3.387601382833685393e-02	5.194805194807555922e-05	5.194805194807555922e-05	4.776772058378233460e-02	5.194805194807555922e-05	5.194805194807555922e-05	5.691852200882923513e-02	1.150002918892888137e-02	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	7.247110976856160347e-01	5.194805194807555922e-05	8.319136963669199192e-02	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05	5.194805194807555922e-05
6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	4.416222562860781450e-03	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	2.723725587830417433e-02	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	2.809164740963701612e-01	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	9.330620657884698688e-02	2.240811934115428672e-01	6.993006993009740098e-05	6.993006993009740098e-05	1.867876029684382988e-01	6.993006993009740098e-05	6.993006993009740098e-05	6.690522476515932404e-02	1.134127568014135778e-01	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05	6.993006993009740098e-05
